#### POND Configuration ####
Total Grid Size:          36000x36000 = 1296000000 cells. (x*y)
Patch Size:               250x250
Number of checkpoints:    10
File name Prefix:         /gpfs/scratch/pr63so/ge69xij2/sc3-lazyactivation-contig/pond-local-busy-24-250-36000x36000-1/out/out
Scenario simulation area: {X: 0.000 - 100.000, Y: 0.000 - 100.000}
Cell Size:                0.00277778m * 0.00277778m (dx * dy)
#### POND Configuration ####
Exchanging global pointers took: 0.0148262 seconds
Distributing the actor graph took: 39.6484 seconds
Added actors in: 0.108431 seconds.
Initialized connections of actors in: 0.0522146 seconds.
Async Migration only
Output number: 1, Rank-10: (1) 3 | (2) 1081 | (3)0.277521/100 | (4) 34, 34 | (5) 3.60004 | (6) 80.4791 | (7) 0.00014882 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 46.6667/100 | (15) 0 | (17) (34, 34) | (18) X | (19) (98090, 98090) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 12.6542 | (25) (0.48524, 126-32) | (26) 44813
Output number: 1, Rank-187: (1) 24 | (2) 1509 | (3)1.59046/100 | (4) 52, 52 | (5) 4.30201 | (6) 83.5378 | (7) 7.4494e-05 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 48.3333/100 | (15) 0 | (17) (52, 52) | (18) X | (19) (111101, 111101) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 19.0804 | (25) (0.44324, 70-50) | (26) 3754
Output number: 1, Rank-407: (1) 0 | (2) 534 | (3)0/100 | (4) 31, 31 | (5) 3.29054 | (6) 82.3168 | (7) 7.6004e-05 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 47.2222/100 | (15) 0 | (17) (31, 31) | (18) X | (19) (95106, 95106) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 9.66229 | (25) (0.41005, 42-127) | (26) 5629
Output number: 1, Rank-653: (1) 0 | (2) 1703 | (3)0/100 | (4) 30, 30 | (5) 3.08706 | (6) 82.5224 | (7) 0.000166368 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 47.2222/100 | (15) 0 | (17) (30, 30) | (18) X | (19) (91690, 91690) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 9.91207 | (25) (0.36879, 120-92) | (26) 109247
Output number: 1, Rank-85: (1) 0 | (2) 680 | (3)0/100 | (4) 31, 31 | (5) 3.54268 | (6) 83.0518 | (7) 0.000216203 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 47.7778/100 | (15) 0 | (17) (31, 31) | (18) X | (19) (94221, 94221) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 11.5663 | (25) (0.49703, 97-43) | (26) 755
Output number: 1, Rank-296: (1) 0 | (2) 609 | (3)0/100 | (4) 30, 30 | (5) 3.38427 | (6) 81.8991 | (7) 0.000168784 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 47.2222/100 | (15) 0 | (17) (30, 30) | (18) X | (19) (94492, 94492) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 10.3459 | (25) (0.40242, 58-23) | (26) 34421
Output number: 1, Rank-348: (1) 28 | (2) 1581 | (3)1.77103/100 | (4) 28, 28 | (5) 56.4484 | (6) 55.7227 | (7) 0.0001431 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 62.2222/100 | (15) 0 | (17) (28, 28) | (18) X | (19) (115244, 115244) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 430.738 | (25) (33.1699, 12-142) | (26) 199
Output number: 1, Rank-218: (1) 0 | (2) 1724 | (3)0/100 | (4) 30, 30 | (5) 3.20528 | (6) 81.6426 | (7) 0.000231446 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 46.6667/100 | (15) 0 | (17) (30, 30) | (18) X | (19) (92982, 92982) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 9.77114 | (25) (0.39066, 30-55) | (26) 11119
Output number: 1, Rank-522: (1) 2 | (2) 1537 | (3)0.130124/100 | (4) 33, 33 | (5) 3.58543 | (6) 81.4595 | (7) 0.00017706 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 47.2222/100 | (15) 0 | (17) (33, 33) | (18) X | (19) (95843, 95843) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 12.1036 | (25) (0.41789, 124-120) | (26) 8085
Output number: 1, Rank-135: (1) 1 | (2) 1360 | (3)0.0735294/100 | (4) 32, 32 | (5) 3.48379 | (6) 85.0687 | (7) 0.000116657 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 48.8889/100 | (15) 0 | (17) (32, 32) | (18) X | (19) (96266, 96266) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 11.8055 | (25) (0.47786, 115-63) | (26) 4914
Output number: 1, Rank-384: (1) 0 | (2) 876 | (3)0/100 | (4) 31, 31 | (5) 3.44336 | (6) 81.425 | (7) 0.000151131 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 46.6667/100 | (15) 0 | (17) (31, 31) | (18) X | (19) (95378, 95378) | (20) 1 | (21) 0 | (22) 0 | (23) 1 | (24) 10.8686 | (25) (0.39174, 40-128) | (26) 18
Output number: 1, Rank-543: (1) 26 | (2) 1719 | (3)1.51251/100 | (4) 55, 55 | (5) 12.2055 | (6) 77.7934 | (7) 0.000151804 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 49.4444/100 | (15) 0 | (17) (55, 55) | (18) X | (19) (130525, 130525) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 283.385 | (25) (33.917, 132-129) | (26) 1462
Output number: 1, Rank-246: (1) 1 | (2) 529 | (3)0.189036/100 | (4) 32, 32 | (5) 3.25526 | (6) 81.6179 | (7) 0.000175366 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 46.6667/100 | (15) 0 | (17) (32, 32) | (18) X | (19) (96772, 96772) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 10.9853 | (25) (0.39984, 12-42) | (26) 6215
Output number: 1, Rank-258: (1) 24 | (2) 1555 | (3)1.54341/100 | (4) 55, 55 | (5) 4.5386 | (6) 78.6891 | (7) 0.000230932 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 46.1111/100 | (15) 0 | (17) (55, 55) | (18) X | (19) (127308, 127308) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 17.3115 | (25) (0.41337, 7-26) | (26) 16242
Output number: 1, Rank-472: (1) 1 | (2) 978 | (3)0.102249/100 | (4) 32, 32 | (5) 3.13243 | (6) 80.8729 | (7) 0.000143567 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 46.6667/100 | (15) 0 | (17) (32, 32) | (18) X | (19) (96924, 96924) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 9.51702 | (25) (0.39988, 3-75) | (26) 19060
Output number: 1, Rank-425: (1) 51 | (2) 1410 | (3)3.61702/100 | (4) 18, 18 | (5) 88.1433 | (6) 44.8081 | (7) 0.000223062 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 73.3333/100 | (15) 0 | (17) (18, 18) | (18) X | (19) (110791, 110791) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 492.335 | (25) (33.5382, 57-74) | (26) 2274
Output number: 1, Rank-312: (1) 2 | (2) 566 | (3)0.353357/100 | (4) 33, 33 | (5) 3.28151 | (6) 81.6236 | (7) 0.00018935 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 46.6667/100 | (15) 0 | (17) (33, 33) | (18) X | (19) (96368, 96368) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 10.4708 | (25) (0.34975, 50-20) | (26) 58981
Output number: 1, Rank-492: (1) 1 | (2) 1585 | (3)0.0630915/100 | (4) 32, 32 | (5) 3.10683 | (6) 82.9697 | (7) 0.000181459 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 47.7778/100 | (15) 0 | (17) (32, 32) | (18) X | (19) (94689, 94689) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 10.9672 | (25) (0.38831, 34-72) | (26) 69796
Output number: 1, Rank-634: (1) 0 | (2) 290 | (3)0/100 | (4) 31, 31 | (5) 3.31718 | (6) 82.1258 | (7) 0.000240746 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 47.2222/100 | (15) 0 | (17) (31, 31) | (18) X | (19) (94805, 94805) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 11.0488 | (25) (0.39964, 131-89) | (26) 32246
Output number: 1, Rank-576: (1) 0 | (2) 572 | (3)0/100 | (4) 31, 31 | (5) 3.19737 | (6) 80.8551 | (7) 0.000155932 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 46.6667/100 | (15) 0 | (17) (31, 31) | (18) X | (19) (95207, 95207) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 10.6954 | (25) (0.37355, 74-134) | (26) 38456
Output number: 1, Rank-600: (1) 6 | (2) 1419 | (3)0.422833/100 | (4) 37, 37 | (5) 3.66636 | (6) 80.2805 | (7) 0.000123973 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 46.1111/100 | (15) 0 | (17) (37, 37) | (18) X | (19) (100334, 100334) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 13.4765 | (25) (0.40237, 99-84) | (26) 1
Output number: 1, Rank-74: (1) 1 | (2) 625 | (3)0.16/100 | (4) 32, 32 | (5) 3.29709 | (6) 81.1874 | (7) 0.000137207 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 46.6667/100 | (15) 0 | (17) (32, 32) | (18) X | (19) (96720, 96720) | (20) 1 | (21) 0 | (22) 0 | (23) 4 | (24) 11.0446 | (25) (0.46422, 89-32) | (26) 1
Output number: 1, Rank-145: (1) 0 | (2) 1225 | (3)0/100 | (4) 31, 31 | (5) 3.15492 | (6) 80.1133 | (7) 0.000135444 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 46.1111/100 | (15) 0 | (17) (31, 31) | (18) X | (19) (95155, 95155) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 9.77854 | (25) (0.38411, 139-72) | (26) 359
Output number: 1, Rank-41: (1) 6 | (2) 1730 | (3)0.346821/100 | (4) 36, 36 | (5) 3.41215 | (6) 83.8948 | (7) 0.000169972 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 48.3333/100 | (15) 0 | (17) (36, 36) | (18) X | (19) (100330, 100330) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 9.17058 | (25) (0.37579, 119-1) | (26) 1210
Output number: 1, Rank-188: (1) 5 | (2) 1508 | (3)0.331565/100 | (4) 36, 36 | (5) 3.60272 | (6) 81.9716 | (7) 0.000140403 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 47.2222/100 | (15) 0 | (17) (36, 36) | (18) X | (19) (97347, 97347) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 13.0471 | (25) (0.52477, 63-40) | (26) 133478
Output number: 1, Rank-408: (1) 0 | (2) 702 | (3)0/100 | (4) 31, 31 | (5) 3.20451 | (6) 80.5879 | (7) 0.000144518 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 46.1111/100 | (15) 0 | (17) (31, 31) | (18) X | (19) (95027, 95027) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 10.5306 | (25) (0.46019, 45-118) | (26) 966
Output number: 1, Rank-654: (1) 0 | (2) 1050 | (3)0/100 | (4) 31, 31 | (5) 3.21041 | (6) 80.692 | (7) 0.000182115 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 46.1111/100 | (15) 0 | (17) (31, 31) | (18) X | (19) (94747, 94747) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 10.6087 | (25) (0.42042, 121-101) | (26) 92101
Output number: 1, Rank-86: (1) 0 | (2) 617 | (3)0/100 | (4) 30, 30 | (5) 3.42832 | (6) 81.8484 | (7) 0.000161558 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 47.2222/100 | (15) 0 | (17) (30, 30) | (18) X | (19) (93011, 93011) | (20) 1 | (21) 0 | (22) 0 | (23) 1 | (24) 11.0438 | (25) (0.41756, 101-41) | (26) 1
Output number: 1, Rank-297: (1) 1 | (2) 213 | (3)0.469484/100 | (4) 32, 32 | (5) 3.50923 | (6) 81.8309 | (7) 0.000161039 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 47.2222/100 | (15) 0 | (17) (32, 32) | (18) X | (19) (95922, 95922) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 11.4641 | (25) (0.43569, 59-25) | (26) 34448
Output number: 1, Rank-351: (1) 10 | (2) 1249 | (3)0.800641/100 | (4) 40, 40 | (5) 3.65272 | (6) 80.5318 | (7) 0.000158602 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 46.6667/100 | (15) 0 | (17) (40, 40) | (18) X | (19) (97218, 97218) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 14.8994 | (25) (0.52207, 25-127) | (26) 174995
Output number: 1, Rank-219: (1) 2 | (2) 778 | (3)0.257069/100 | (4) 33, 33 | (5) 3.42454 | (6) 81.5982 | (7) 9.8705e-05 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 47.2222/100 | (15) 0 | (17) (33, 33) | (18) X | (19) (95585, 95585) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 11.8525 | (25) (0.39296, 26-61) | (26) 43502
Output number: 1, Rank-523: (1) 3 | (2) 1534 | (3)0.195567/100 | (4) 34, 34 | (5) 3.49587 | (6) 80.6487 | (7) 0.000167467 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 46.6667/100 | (15) 0 | (17) (34, 34) | (18) X | (19) (95856, 95856) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 12.3586 | (25) (0.43744, 118-129) | (26) 17469
Output number: 1, Rank-136: (1) 1 | (2) 1195 | (3)0.083682/100 | (4) 30, 30 | (5) 3.25718 | (6) 81.9185 | (7) 6.6185e-05 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 47.2222/100 | (15) 0 | (17) (30, 30) | (18) X | (19) (91039, 91039) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 10.7587 | (25) (0.43509, 142-58) | (26) 6491
Output number: 1, Rank-386: (1) 1 | (2) 547 | (3)0.182815/100 | (4) 31, 31 | (5) 3.36189 | (6) 80.0063 | (7) 0.000237921 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 46.1111/100 | (15) 0 | (17) (31, 31) | (18) X | (19) (95236, 95236) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 10.6332 | (25) (0.39922, 44-125) | (26) 218
Output number: 1, Rank-545: (1) 36 | (2) 1077 | (3)3.34262/100 | (4) 23, 23 | (5) 135.185 | (6) 20.1622 | (7) 0.000117662 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 86.1111/100 | (15) 0 | (17) (23, 23) | (18) X | (19) (111086, 111086) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 459.566 | (25) (33.1517, 133-135) | (26) 1626
Output number: 1, Rank-247: (1) 1 | (2) 1568 | (3)0.0637755/100 | (4) 32, 32 | (5) 3.3434 | (6) 81.8104 | (7) 0.000113731 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 47.2222/100 | (15) 0 | (17) (32, 32) | (18) X | (19) (97147, 97147) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 9.36529 | (25) (0.36208, 9-40) | (26) 6424
Output number: 1, Rank-259: (1) 0 | (2) 864 | (3)0/100 | (4) 31, 31 | (5) 3.5767 | (6) 81.6049 | (7) 0.000136529 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 47.2222/100 | (15) 0 | (17) (31, 31) | (18) X | (19) (95489, 95489) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 11.5043 | (25) (0.45647, 13-31) | (26) 53348
Output number: 1, Rank-473: (1) 0 | (2) 430 | (3)0/100 | (4) 29, 29 | (5) 3.27176 | (6) 81.0294 | (7) 0.000138563 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 46.6667/100 | (15) 0 | (17) (29, 29) | (18) X | (19) (92288, 92288) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 9.60596 | (25) (0.40607, 7-74) | (26) 19270
Output number: 1, Rank-426: (1) 58 | (2) 1340 | (3)4.32836/100 | (4) 17, 17 | (5) 90.0759 | (6) 40.4226 | (7) 0.000215839 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 72.2222/100 | (15) 0 | (17) (17, 17) | (18) X | (19) (111322, 111322) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 493.963 | (25) (33.4332, 59-76) | (26) 1
Output number: 1, Rank-313: (1) 0 | (2) 1212 | (3)0/100 | (4) 31, 31 | (5) 3.21455 | (6) 81.4213 | (7) 0.000121653 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 46.6667/100 | (15) 0 | (17) (31, 31) | (18) X | (19) (94626, 94626) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 9.40151 | (25) (0.35237, 53-27) | (26) 60870
Output number: 1, Rank-493: (1) 47 | (2) 1565 | (3)3.00319/100 | (4) 76, 76 | (5) 4.71383 | (6) 80.6677 | (7) 0.000133358 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 47.2222/100 | (15) 0 | (17) (76, 76) | (18) X | (19) (124015, 124015) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 125.985 | (25) (33.4649, 53-78) | (26) 1980
Output number: 1, Rank-635: (1) 0 | (2) 80 | (3)0/100 | (4) 31, 31 | (5) 3.40982 | (6) 82.1627 | (7) 1.7243e-05 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 47.2222/100 | (15) 0 | (17) (31, 31) | (18) X | (19) (95083, 95083) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 11.2989 | (25) (0.44485, 139-77) | (26) 1293
Output number: 1, Rank-577: (1) 0 | (2) 1719 | (3)0/100 | (4) 30, 30 | (5) 3.17682 | (6) 80.9309 | (7) 0.000121851 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 46.6667/100 | (15) 0 | (17) (30, 30) | (18) X | (19) (92143, 92143) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 10.3784 | (25) (0.39432, 103-133) | (26) 19104
Output number: 1, Rank-601: (1) 0 | (2) 899 | (3)0/100 | (4) 30, 30 | (5) 3.48884 | (6) 81.9169 | (7) 0.000138683 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 47.2222/100 | (15) 0 | (17) (30, 30) | (18) X | (19) (92432, 92432) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 11.2454 | (25) (0.42323, 102-89) | (26) 65498
Output number: 1, Rank-474: (1) 0 | (2) 469 | (3)0/100 | (4) 31, 31 | (5) 3.25733 | (6) 80.3868 | (7) 0.000139221 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 46.1111/100 | (15) 0 | (17) (31, 31) | (18) X | (19) (95265, 95265) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 9.1965 | (25) (0.39428, 9-84) | (26) 14071
Output number: 1, Rank-438: (1) 17 | (2) 695 | (3)2.44604/100 | (4) 15, 15 | (5) 165.191 | (6) 5.68979 | (7) 8.8367e-05 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 94.4444/100 | (15) 0 | (17) (15, 15) | (18) X | (19) (50628, 50628) | (20) 1 | (21) 0 | (22) 0 | (23) 4 | (24) 490.59 | (25) (33.503, 68-77) | (26) 1
Output number: 1, Rank-316: (1) 0 | (2) 1255 | (3)0/100 | (4) 30, 30 | (5) 3.17805 | (6) 82.7703 | (7) 0.000168164 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 47.2222/100 | (15) 0 | (17) (30, 30) | (18) X | (19) (93988, 93988) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 9.25065 | (25) (0.3615, 41-12) | (26) 53533
Output number: 1, Rank-495: (1) 0 | (2) 1278 | (3)0/100 | (4) 30, 30 | (5) 3.10915 | (6) 80.5075 | (7) 0.000129459 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 46.1111/100 | (15) 0 | (17) (30, 30) | (18) X | (19) (92487, 92487) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 10.324 | (25) (0.38414, 21-96) | (26) 1146
Output number: 1, Rank-636: (1) 0 | (2) 178 | (3)0/100 | (4) 31, 31 | (5) 3.40707 | (6) 80.6112 | (7) 0.000149656 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 46.6667/100 | (15) 0 | (17) (31, 31) | (18) X | (19) (94939, 94939) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 11.3805 | (25) (0.47567, 134-79) | (26) 1059
Output number: 1, Rank-578: (1) 0 | (2) 1670 | (3)0/100 | (4) 30, 30 | (5) 3.21785 | (6) 83.7304 | (7) 0.000235966 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 47.7778/100 | (15) 0 | (17) (30, 30) | (18) X | (19) (92024, 92024) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 10.5966 | (25) (0.42046, 98-123) | (26) 85267
Output number: 1, Rank-602: (1) 1 | (2) 984 | (3)0.101626/100 | (4) 32, 32 | (5) 3.50813 | (6) 81.184 | (7) 0.000143559 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 46.6667/100 | (15) 0 | (17) (32, 32) | (18) X | (19) (94370, 94370) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 12.3949 | (25) (0.5392, 102-83) | (26) 5699
Output number: 1, Rank-75: (1) 1 | (2) 645 | (3)0.155039/100 | (4) 31, 31 | (5) 3.31748 | (6) 82.8481 | (7) 0.000153852 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 47.7778/100 | (15) 0 | (17) (31, 31) | (18) X | (19) (95815, 95815) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 11.2085 | (25) (0.49324, 96-31) | (26) 51841
Output number: 1, Rank-146: (1) 0 | (2) 1077 | (3)0/100 | (4) 31, 31 | (5) 3.17282 | (6) 82.1906 | (7) 0.000221181 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 47.2222/100 | (15) 0 | (17) (31, 31) | (18) X | (19) (95038, 95038) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 9.74688 | (25) (0.36127, 137-73) | (26) 500
Output number: 1, Rank-42: (1) 0 | (2) 208 | (3)0/100 | (4) 31, 31 | (5) 3.41315 | (6) 81.8758 | (7) 0.000239296 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 47.2222/100 | (15) 0 | (17) (31, 31) | (18) X | (19) (94917, 94917) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 11.019 | (25) (0.47242, 82-7) | (26) 1
Output number: 1, Rank-189: (1) 0 | (2) 193 | (3)0/100 | (4) 30, 30 | (5) 3.4854 | (6) 80.7443 | (7) 0.00018106 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 46.6667/100 | (15) 0 | (17) (30, 30) | (18) X | (19) (91558, 91558) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 11.4352 | (25) (0.42682, 36-51) | (26) 355
Output number: 1, Rank-409: (1) 0 | (2) 826 | (3)0/100 | (4) 31, 31 | (5) 3.25079 | (6) 79.0762 | (7) 0.000147309 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 45.5556/100 | (15) 0 | (17) (31, 31) | (18) X | (19) (94657, 94657) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 9.74581 | (25) (0.41881, 68-123) | (26) 6297
Output number: 1, Rank-655: (1) 0 | (2) 137 | (3)0/100 | (4) 31, 31 | (5) 3.31341 | (6) 81.095 | (7) 0.000130917 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 46.6667/100 | (15) 0 | (17) (31, 31) | (18) X | (19) (94912, 94912) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 10.7181 | (25) (0.37256, 126-96) | (26) 92464
Output number: 1, Rank-87: (1) 0 | (2) 32 | (3)0/100 | (4) 31, 31 | (5) 3.53429 | (6) 81.2709 | (7) 0.000128068 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 46.6667/100 | (15) 0 | (17) (31, 31) | (18) X | (19) (94625, 94625) | (20) 1 | (21) 0 | (22) 0 | (23) 1 | (24) 11.3382 | (25) (0.42092, 103-38) | (26) 3
Output number: 1, Rank-298: (1) 0 | (2) 652 | (3)0/100 | (4) 31, 31 | (5) 3.40162 | (6) 83.6433 | (7) 0.00013895 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 48.3333/100 | (15) 0 | (17) (31, 31) | (18) X | (19) (94422, 94422) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 9.49812 | (25) (0.40231, 61-19) | (26) 79959
Output number: 1, Rank-352: (1) 0 | (2) 1120 | (3)0/100 | (4) 31, 31 | (5) 3.63713 | (6) 81.1188 | (7) 0.000139045 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 46.6667/100 | (15) 0 | (17) (31, 31) | (18) X | (19) (95676, 95676) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 11.5318 | (25) (0.4197, 36-133) | (26) 178476
