#### POND Configuration ####
Total Grid Size:          36000x36000 = 1296000000 cells. (x*y)
Patch Size:               250x250
Number of checkpoints:    10
File name Prefix:         /gpfs/scratch/pr63so/ge69xij2/sc3-lazyactivation-contig/pond-local-busy-8-250-36000x36000-1/out/out
Scenario simulation area: {X: 0.000 - 100.000, Y: 0.000 - 100.000}
Cell Size:                0.00277778m * 0.00277778m (dx * dy)
#### POND Configuration ####
Exchanging global pointers took: 0.00346668 seconds
Distributing the actor graph took: 39.6762 seconds
Added actors in: 0.250484 seconds.
Initialized connections of actors in: 0.0454677 seconds.
Async Migration only
Output number: 1, Rank-18: (1) 27 | (2) 1005 | (3)2.68657/100 | (4) 43, 43 | (5) 150.511 | (6) 12.6881 | (7) 0.000158991 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 90.5556/100 | (15) 0 | (17) (43, 43) | (18) X | (19) (62980, 62980) | (20) 1 | (21) 0 | (22) 0 | (23) 2 | (24) 1396.84 | (25) (33.575, 67-70) | (26) 13
Output number: 1, Rank-101: (1) 0 | (2) 50 | (3)0/100 | (4) 90, 90 | (5) 3.43873 | (6) 75.3304 | (7) 0.000180159 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 43.3333/100 | (15) 0 | (17) (90, 90) | (18) X | (19) (94321, 94321) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 31.9331 | (25) (0.40968, 133-43) | (26) 283556
Output number: 1, Rank-118: (1) 21 | (2) 1744 | (3)1.20413/100 | (4) 115, 115 | (5) 4.01857 | (6) 70.6855 | (7) 0.000235431 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 41.1111/100 | (15) 0 | (17) (115, 115) | (18) X | (19) (112912, 112912) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 40.0999 | (25) (0.4368, 16-133) | (26) 28494
Output number: 1, Rank-165: (1) 0 | (2) 54 | (3)0/100 | (4) 90, 90 | (5) 3.24366 | (6) 72.8137 | (7) 6.335e-05 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 42.2222/100 | (15) 0 | (17) (90, 90) | (18) X | (19) (88781, 88781) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 31.8155 | (25) (0.41896, 82-108) | (26) 36291
Output number: 1, Rank-42: (1) 0 | (2) 27 | (3)0/100 | (4) 95, 95 | (5) 3.46563 | (6) 73.2225 | (7) 0.000304705 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 42.2222/100 | (15) 0 | (17) (95, 95) | (18) X | (19) (101249, 101249) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 31.4361 | (25) (0.46416, 46-2) | (26) 42404
Output number: 1, Rank-205: (1) 0 | (2) 66 | (3)0/100 | (4) 92, 92 | (5) 3.52352 | (6) 73.2224 | (7) 0.000280917 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 42.2222/100 | (15) 0 | (17) (92, 92) | (18) X | (19) (96151, 96151) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 31.6542 | (25) (0.4149, 138-98) | (26) 151615
Output number: 1, Rank-184: (1) 0 | (2) 1750 | (3)0/100 | (4) 94, 94 | (5) 3.34108 | (6) 72.9206 | (7) 0.000139663 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 42.2222/100 | (15) 0 | (17) (94, 94) | (18) X | (19) (91747, 91747) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 33.2877 | (25) (0.43377, 98-88) | (26) 30662
Output number: 1, Rank-70: (1) 10 | (2) 1747 | (3)0.57241/100 | (4) 101, 101 | (5) 3.49534 | (6) 72.6082 | (7) 0.000147828 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 42.2222/100 | (15) 0 | (17) (101, 101) | (18) X | (19) (103068, 103068) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 33.8912 | (25) (0.44153, 119-1) | (26) 201595
Output number: 1, Rank-102: (1) 0 | (2) 1419 | (3)0/100 | (4) 91, 91 | (5) 3.34876 | (6) 75.7659 | (7) 0.000196247 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 43.8889/100 | (15) 0 | (17) (91, 91) | (18) X | (19) (96244, 96244) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 30.8287 | (25) (0.43669, 137-37) | (26) 272219
Output number: 1, Rank-119: (1) 26 | (2) 1740 | (3)1.49425/100 | (4) 119, 119 | (5) 9.40406 | (6) 67.3569 | (7) 0.00029543 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 42.2222/100 | (15) 0 | (17) (119, 119) | (18) X | (19) (112267, 112267) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 368.655 | (25) (33.1342, 13-135) | (26) 20109
Output number: 1, Rank-166: (1) 0 | (2) 1750 | (3)0/100 | (4) 90, 90 | (5) 3.03475 | (6) 72.7065 | (7) 0.000199387 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 41.6667/100 | (15) 0 | (17) (90, 90) | (18) X | (19) (88191, 88191) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 30.2328 | (25) (0.38784, 72-96) | (26) 36905
Output number: 1, Rank-43: (1) 0 | (2) 37 | (3)0/100 | (4) 92, 92 | (5) 3.52224 | (6) 73.645 | (7) 0.000158606 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 42.7778/100 | (15) 0 | (17) (92, 92) | (18) X | (19) (97952, 97952) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 32.4408 | (25) (0.41848, 36-8) | (26) 567
Output number: 1, Rank-103: (1) 0 | (2) 35 | (3)0/100 | (4) 94, 94 | (5) 3.59477 | (6) 75.9811 | (7) 0.000164209 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 43.8889/100 | (15) 0 | (17) (94, 94) | (18) X | (19) (98285, 98285) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 33.8328 | (25) (0.46494, 120-42) | (26) 274702
Output number: 1, Rank-120: (1) 8 | (2) 1747 | (3)0.457928/100 | (4) 98, 98 | (5) 3.38089 | (6) 71.8517 | (7) 0.000186572 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 41.6667/100 | (15) 0 | (17) (98, 98) | (18) X | (19) (97563, 97563) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 33.7309 | (25) (0.47607, 31-136) | (26) 35394
Output number: 1, Rank-167: (1) 0 | (2) 23 | (3)0/100 | (4) 92, 92 | (5) 3.33839 | (6) 77.9098 | (7) 0.000143385 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 45/100 | (15) 0 | (17) (92, 92) | (18) X | (19) (89831, 89831) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 33.5657 | (25) (0.51102, 74-105) | (26) 154684
Output number: 1, Rank-44: (1) 0 | (2) 30 | (3)0/100 | (4) 94, 94 | (5) 3.58526 | (6) 72.7258 | (7) 0.000183161 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 42.2222/100 | (15) 0 | (17) (94, 94) | (18) X | (19) (99491, 99491) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 33.1952 | (25) (0.50988, 37-12) | (26) 152227
Output number: 1, Rank-206: (1) 1 | (2) 1641 | (3)0.0609385/100 | (4) 96, 96 | (5) 3.5487 | (6) 71.8268 | (7) 0.000180654 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 41.6667/100 | (15) 0 | (17) (96, 96) | (18) X | (19) (98006, 98006) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 33.4079 | (25) (0.4255, 128-113) | (26) 143041
Output number: 1, Rank-185: (1) 0 | (2) 41 | (3)0/100 | (4) 89, 89 | (5) 3.21721 | (6) 72.0084 | (7) 0.000175942 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 41.6667/100 | (15) 0 | (17) (89, 89) | (18) X | (19) (86926, 86926) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 32.0747 | (25) (0.53514, 79-102) | (26) 168265
Output number: 1, Rank-71: (1) 19 | (2) 1745 | (3)1.08883/100 | (4) 112, 112 | (5) 4.09329 | (6) 70.5946 | (7) 0.000279017 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 41.1111/100 | (15) 0 | (17) (112, 112) | (18) X | (19) (111309, 111309) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 40.3096 | (25) (0.46924, 104-10) | (26) 161425
Output number: 1, Rank-208: (1) 31 | (2) 1738 | (3)1.78366/100 | (4) 123, 123 | (5) 11.6988 | (6) 67.0337 | (7) 0.00016147 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 43.3333/100 | (15) 0 | (17) (123, 123) | (18) X | (19) (121172, 121172) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 216.415 | (25) (35.2587, 139-128) | (26) 16718
Output number: 1, Rank-190: (1) 3 | (2) 1749 | (3)0.171527/100 | (4) 96, 96 | (5) 3.39119 | (6) 74.9162 | (7) 0.000169561 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 43.3333/100 | (15) 0 | (17) (96, 96) | (18) X | (19) (93825, 93825) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 34.1194 | (25) (0.46595, 93-77) | (26) 1075
Output number: 1, Rank-72: (1) 12 | (2) 1746 | (3)0.687285/100 | (4) 107, 107 | (5) 3.97531 | (6) 73.4633 | (7) 0.00016418 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 42.7778/100 | (15) 0 | (17) (107, 107) | (18) X | (19) (109736, 109736) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 37.9318 | (25) (0.42888, 117-17) | (26) 177676
Output number: 1, Rank-104: (1) 0 | (2) 123 | (3)0/100 | (4) 91, 91 | (5) 3.36196 | (6) 76.0523 | (7) 0.000157545 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 43.8889/100 | (15) 0 | (17) (91, 91) | (18) X | (19) (94230, 94230) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 31.7844 | (25) (0.46203, 118-44) | (26) 278083
Output number: 1, Rank-121: (1) 0 | (2) 1547 | (3)0/100 | (4) 93, 93 | (5) 3.56013 | (6) 73.5956 | (7) 0.000177683 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 42.7778/100 | (15) 0 | (17) (93, 93) | (18) X | (19) (98024, 98024) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 33.7215 | (25) (0.50404, 38-139) | (26) 209312
Output number: 1, Rank-140: (1) 0 | (2) 607 | (3)0/100 | (4) 90, 90 | (5) 3.23058 | (6) 72.5573 | (7) 0.000219711 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 41.6667/100 | (15) 0 | (17) (90, 90) | (18) X | (19) (90675, 90675) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 30.6875 | (25) (0.40657, 63-116) | (26) 47413
Output number: 1, Rank-45: (1) 0 | (2) 73 | (3)0/100 | (4) 90, 90 | (5) 3.37517 | (6) 74.0729 | (7) 0.000287017 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 42.7778/100 | (15) 0 | (17) (90, 90) | (18) X | (19) (94905, 94905) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 30.7727 | (25) (0.47831, 56-8) | (26) 171717
Output number: 1, Rank-16: (1) 71 | (2) 1711 | (3)4.14962/100 | (4) 154, 154 | (5) 48.8236 | (6) 52.4589 | (7) 0.000187079 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180.005 | (14) 56.1111/100 | (15) 0 | (17) (154, 154) | (18) X | (19) (134232, 134232) | (20) 1 | (21) 1 | (22) 0 | (23) 4 | (24) 1064.11 | (25) (34.4719, 63-60) | (26) 1
Output number: 1, Rank-209: (1) 2 | (2) 1660 | (3)0.120482/100 | (4) 95, 95 | (5) 3.55598 | (6) 72.5327 | (7) 0.000280906 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 42.2222/100 | (15) 0 | (17) (95, 95) | (18) X | (19) (98756, 98756) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 33.0995 | (25) (0.39745, 141-110) | (26) 143960
Output number: 1, Rank-192: (1) 30 | (2) 489 | (3)6.13497/100 | (4) 47, 47 | (5) 170.479 | (6) 3.61935 | (7) 0.000282926 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 96.6667/100 | (15) 0 | (17) (47, 47) | (18) X | (19) (52011, 52011) | (20) 1 | (21) 0 | (22) 0 | (23) 1 | (24) 1527.98 | (25) (33.6943, 73-83) | (26) 1
Output number: 1, Rank-73: (1) 31 | (2) 172 | (3)18.0233/100 | (4) 112, 112 | (5) 116.304 | (6) 24.8533 | (7) 0.000259364 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 78.3333/100 | (15) 0 | (17) (112, 112) | (18) X | (19) (122021, 122021) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 1217.26 | (25) (34.3112, 131-8) | (26) 18997
Output number: 1, Rank-105: (1) 0 | (2) 1143 | (3)0/100 | (4) 90, 90 | (5) 3.31254 | (6) 73.1384 | (7) 0.000173903 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 42.2222/100 | (15) 0 | (17) (90, 90) | (18) X | (19) (90889, 90889) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 31.8293 | (25) (0.5667, 104-56) | (26) 1904
Output number: 1, Rank-126: (1) 0 | (2) 1147 | (3)0/100 | (4) 91, 91 | (5) 3.32131 | (6) 74.6711 | (7) 0.000188151 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 42.7778/100 | (15) 0 | (17) (91, 91) | (18) X | (19) (95186, 95186) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 30.5802 | (25) (0.42043, 1-110) | (26) 199575
Output number: 1, Rank-141: (1) 0 | (2) 30 | (3)0/100 | (4) 94, 94 | (5) 3.4896 | (6) 71.7866 | (7) 0.00027922 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 41.6667/100 | (15) 0 | (17) (94, 94) | (18) X | (19) (95842, 95842) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 32.7083 | (25) (0.40984, 53-118) | (26) 979
Output number: 1, Rank-46: (1) 0 | (2) 53 | (3)0/100 | (4) 94, 94 | (5) 3.50764 | (6) 74.8066 | (7) 0.000277148 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 43.3333/100 | (15) 0 | (17) (94, 94) | (18) X | (19) (98557, 98557) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 33.2562 | (25) (0.47066, 48-15) | (26) 168902
Output number: 1, Rank-210: (1) 0 | (2) 193 | (3)0/100 | (4) 94, 94 | (5) 3.47436 | (6) 73.017 | (7) 0.000203679 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 42.2222/100 | (15) 0 | (17) (94, 94) | (18) X | (19) (94415, 94415) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 33.1308 | (25) (0.41144, 91-110) | (26) 158057
Output number: 1, Rank-168: (1) 0 | (2) 35 | (3)0/100 | (4) 95, 95 | (5) 3.54702 | (6) 72.9424 | (7) 0.000142487 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 42.2222/100 | (15) 0 | (17) (95, 95) | (18) X | (19) (95902, 95902) | (20) 1 | (21) 0 | (22) 0 | (23) 1 | (24) 34.12 | (25) (0.43726, 120-69) | (26) 1
Output number: 1, Rank-77: (1) 0 | (2) 800 | (3)0/100 | (4) 94, 94 | (5) 3.68496 | (6) 72.6703 | (7) 0.000296371 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 42.2222/100 | (15) 0 | (17) (94, 94) | (18) X | (19) (98140, 98140) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 35.2207 | (25) (0.47398, 109-24) | (26) 270897
Output number: 1, Rank-106: (1) 0 | (2) 34 | (3)0/100 | (4) 91, 91 | (5) 3.39787 | (6) 73.7083 | (7) 0.000185322 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 42.7778/100 | (15) 0 | (17) (91, 91) | (18) X | (19) (93046, 93046) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 32.4338 | (25) (0.49668, 116-57) | (26) 1158
Output number: 1, Rank-127: (1) 0 | (2) 126 | (3)0/100 | (4) 94, 94 | (5) 3.61824 | (6) 72.4687 | (7) 0.000189081 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 42.2222/100 | (15) 0 | (17) (94, 94) | (18) X | (19) (97703, 97703) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 34.0967 | (25) (0.48276, 11-107) | (26) 198337
Output number: 1, Rank-142: (1) 0 | (2) 860 | (3)0/100 | (4) 89, 89 | (5) 3.20559 | (6) 73.9407 | (7) 0.000176189 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 42.7778/100 | (15) 0 | (17) (89, 89) | (18) X | (19) (90041, 90041) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 30.2234 | (25) (0.39508, 45-111) | (26) 1564
Output number: 1, Rank-47: (1) 0 | (2) 134 | (3)0/100 | (4) 93, 93 | (5) 3.5037 | (6) 73.0031 | (7) 0.000162797 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 42.2222/100 | (15) 0 | (17) (93, 93) | (18) X | (19) (96363, 96363) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 32.5085 | (25) (0.4304, 64-15) | (26) 17401
Output number: 1, Rank-211: (1) 0 | (2) 46 | (3)0/100 | (4) 93, 93 | (5) 3.34967 | (6) 72.2769 | (7) 0.000145688 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 41.6667/100 | (15) 0 | (17) (93, 93) | (18) X | (19) (92451, 92451) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 33.272 | (25) (0.48147, 101-108) | (26) 162296
Output number: 1, Rank-170: (1) 0 | (2) 1663 | (3)0/100 | (4) 89, 89 | (5) 3.16958 | (6) 72.9796 | (7) 6.3214e-05 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 42.2222/100 | (15) 0 | (17) (89, 89) | (18) X | (19) (88653, 88653) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 31.7673 | (25) (0.42805, 115-78) | (26) 80848
Output number: 1, Rank-78: (1) 0 | (2) 69 | (3)0/100 | (4) 93, 93 | (5) 3.56572 | (6) 74.5864 | (7) 0.000113536 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 43.3333/100 | (15) 0 | (17) (93, 93) | (18) X | (19) (97605, 97605) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 33.2841 | (25) (0.51603, 116-28) | (26) 273076
Output number: 1, Rank-107: (1) 1 | (2) 74 | (3)1.35135/100 | (4) 94, 94 | (5) 3.42421 | (6) 72.6163 | (7) 0.000159507 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 42.2222/100 | (15) 0 | (17) (94, 94) | (18) X | (19) (94672, 94672) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 33.274 | (25) (0.4267, 113-60) | (26) 1306
Output number: 1, Rank-128: (1) 0 | (2) 63 | (3)0/100 | (4) 94, 94 | (5) 3.52668 | (6) 72.1906 | (7) 0.00022106 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 41.6667/100 | (15) 0 | (17) (94, 94) | (18) X | (19) (96825, 96825) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 39.3939 | (25) (0.55752, 9-101) | (26) 138267
Output number: 1, Rank-143: (1) 0 | (2) 98 | (3)0/100 | (4) 92, 92 | (5) 3.42776 | (6) 75.2157 | (7) 0.000179154 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 43.3333/100 | (15) 0 | (17) (92, 92) | (18) X | (19) (94974, 94974) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 32.1741 | (25) (0.6123, 39-127) | (26) 210988
Output number: 1, Rank-48: (1) 0 | (2) 95 | (3)0/100 | (4) 93, 93 | (5) 3.37318 | (6) 75.2083 | (7) 0.000170321 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 43.3333/100 | (15) 0 | (17) (93, 93) | (18) X | (19) (97212, 97212) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 31.2148 | (25) (0.42193, 57-8) | (26) 16299
Output number: 1, Rank-212: (1) 0 | (2) 82 | (3)0/100 | (4) 93, 93 | (5) 3.27302 | (6) 72.935 | (7) 0.000210473 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 42.2222/100 | (15) 0 | (17) (93, 93) | (18) X | (19) (91902, 91902) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 32.1168 | (25) (0.39987, 90-103) | (26) 167097
Output number: 1, Rank-171: (1) 0 | (2) 54 | (3)0/100 | (4) 93, 93 | (5) 3.46969 | (6) 72.5028 | (7) 0.000179085 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 41.6667/100 | (15) 0 | (17) (93, 93) | (18) X | (19) (92685, 92685) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 34.0801 | (25) (0.49029, 111-96) | (26) 162837
Output number: 1, Rank-79: (1) 0 | (2) 1744 | (3)0/100 | (4) 92, 92 | (5) 3.55673 | (6) 73.4311 | (7) 0.000166652 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 42.2222/100 | (15) 0 | (17) (92, 92) | (18) X | (19) (97213, 97213) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 32.7545 | (25) (0.42871, 120-20) | (26) 263484
Output number: 1, Rank-108: (1) 1 | (2) 901 | (3)0.110988/100 | (4) 91, 91 | (5) 3.29263 | (6) 74.6677 | (7) 0.000202876 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 42.7778/100 | (15) 0 | (17) (91, 91) | (18) X | (19) (92862, 92862) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 31.6111 | (25) (0.45108, 130-68) | (26) 3900
Output number: 1, Rank-129: (1) 0 | (2) 253 | (3)0/100 | (4) 92, 92 | (5) 3.55384 | (6) 72.1119 | (7) 0.000147276 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 41.6667/100 | (15) 0 | (17) (92, 92) | (18) X | (19) (94637, 94637) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 34.1791 | (25) (0.47235, 26-94) | (26) 214088
Output number: 1, Rank-144: (1) 1 | (2) 1150 | (3)0.0869565/100 | (4) 91, 91 | (5) 3.21694 | (6) 73.6533 | (7) 0.000196762 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 42.2222/100 | (15) 0 | (17) (91, 91) | (18) X | (19) (93966, 93966) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 29.8734 | (25) (0.42986, 40-137) | (26) 217058
Output number: 1, Rank-49: (1) 0 | (2) 49 | (3)0/100 | (4) 94, 94 | (5) 3.61442 | (6) 72.8108 | (7) 0.000280837 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 42.2222/100 | (15) 0 | (17) (94, 94) | (18) X | (19) (98469, 98469) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 33.0448 | (25) (0.44019, 39-22) | (26) 158162
Output number: 1, Rank-214: (1) 0 | (2) 19 | (3)0/100 | (4) 94, 94 | (5) 3.50924 | (6) 73.3821 | (7) 0.000211145 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 42.2222/100 | (15) 0 | (17) (94, 94) | (18) X | (19) (94355, 94355) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 33.6328 | (25) (0.43829, 103-100) | (26) 159386
Output number: 1, Rank-173: (1) 0 | (2) 67 | (3)0/100 | (4) 90, 90 | (5) 3.32632 | (6) 73.9217 | (7) 0.000139413 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 42.7778/100 | (15) 0 | (17) (90, 90) | (18) X | (19) (89565, 89565) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 32.4856 | (25) (0.40999, 110-85) | (26) 800
Output number: 1, Rank-80: (1) 2 | (2) 1749 | (3)0.114351/100 | (4) 91, 91 | (5) 3.46654 | (6) 74.978 | (7) 0.000179721 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 43.3333/100 | (15) 0 | (17) (91, 91) | (18) X | (19) (96934, 96934) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 31.8111 | (25) (0.45169, 142-28) | (26) 269573
Output number: 1, Rank-109: (1) 0 | (2) 39 | (3)0/100 | (4) 93, 93 | (5) 3.52265 | (6) 73.6665 | (7) 0.000145418 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 42.7778/100 | (15) 0 | (17) (93, 93) | (18) X | (19) (96156, 96156) | (20) 1 | (21) 0 | (22) 0 | (23) 1 | (24) 32.9412 | (25) (0.42327, 132-66) | (26) 29
Output number: 1, Rank-130: (1) 0 | (2) 1012 | (3)0/100 | (4) 89, 89 | (5) 3.26701 | (6) 71.5741 | (7) 0.00019463 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 41.1111/100 | (15) 0 | (17) (89, 89) | (18) X | (19) (90780, 90780) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 30.8115 | (25) (0.39842, 18-81) | (26) 630
